City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,kununurra,-15.7667,128.7333,24.99,57,0,5.66,AU,1717467400
84,bloomington,44.8408,-93.2983,25.18,72,0,0.0,US,1717467320
85,aasiaat,68.7098,-52.8699,-2.41,79,18,4.43,GL,1717467401
86,yellowknife,62.456,-114.3525,14.67,62,20,6.17,CA,1717467327
87,mugango,-1.6833,33.7,20.79,81,46,2.65,TZ,1717467401
88,urumqi,43.801,87.6005,14.53,59,100,2.0,CN,1717467401
89,tura,25.5198,90.2201,26.73,89,16,1.34,IN,1717467401
90,bredasdorp,-34.5322,20.0403,16.39,95,100,5.76,ZA,1717467401
91,vilyuchinsk,52.9306,158.4028,17.15,69,61,2.76,RU,1717467131
92,alice springs,-23.7,133.8833,14.75,67,2,5.14,AU,1717467401
93,el-tor,28.2364,33.6254,24.08,73,0,6.69,EG,1717467401
94,olonkinbyen,70.9221,-8.7187,0.46,91,89,12.17,SJ,1717467402
95,susuman,62.7833,148.1667,16.1,33,46,3.13,RU,1717467402
96,polyarnyy,69.1989,33.4478,10.16,91,83,1.58,RU,1717467378
97,lochow,52.5308,21.6816,14.39,98,100,2.6,PL,1717467402
98,cedeira,43.6797,-8.0209,16.02,78,23,9.24,ES,1717467402
99,san patricio,28.017,-97.5169,29.36,81,98,8.26,US,1717467402
100,pisco,-13.7,-76.2167,16.03,82,0,2.57,PE,1717467402
101,bukene,-4.2333,32.8833,18.96,61,47,1.49,TZ,1717467402
102,constantia,44.1833,28.65,17.61,85,79,1.03,RO,1717467314
103,sisimiut,66.9395,-53.6735,3.11,64,100,2.92,GL,1717467403
104,kirishi,59.4471,32.0205,17.24,94,100,1.54,RU,1717467403
105,posto fiscal rolim de moura,-13.0833,-62.2667,23.94,71,100,0.33,BR,1717467131
106,geneseo,42.7959,-77.8169,19.62,76,58,0.49,US,1717467403
107,blackmans bay,-43.0167,147.3167,13.07,94,0,0.45,AU,1717467314
108,saldanha,-33.0117,17.9442,16.03,96,43,4.54,ZA,1717467403
109,greymouth,-42.4667,171.2,10.96,71,100,1.14,NZ,1717467403
110,ust-nera,64.5667,143.2,18.77,26,19,2.12,RU,1717467403
111,san andres,12.5847,-81.7006,28.01,83,20,1.54,CO,1717467404
112,ipatovo,45.7181,42.9036,20.09,67,7,1.98,RU,1717467404
113,weno,7.4515,151.8468,31.97,79,75,4.12,FM,1717467404
114,east london,-33.0153,27.9116,13.92,52,83,6.35,ZA,1717467404
115,meadow lake,34.8014,-106.5436,29.71,11,69,4.57,US,1717467404
116,kingston,17.997,-76.7936,28.53,79,75,3.09,JM,1717467397
117,kerikeri,-35.2268,173.9474,18.28,78,100,2.24,NZ,1717467404
118,nova sintra,14.8667,-24.7167,24.53,77,100,9.39,CV,1717467405
119,kyzyl-mazhalyk,51.1333,90.6,12.17,75,45,2.24,RU,1717467405
120,codrington,-38.2667,141.9667,12.28,55,100,2.14,AU,1717467405
121,gadzhiyevo,69.2551,33.3362,9.57,93,81,2.12,RU,1717467405
122,andilamena,-17.0167,48.5833,15.48,91,98,3.9,MG,1717467405
123,cafayate,-26.073,-65.9761,10.56,79,100,2.22,AR,1717467405
124,boa vista,2.8197,-60.6733,25.99,89,20,1.54,BR,1717467301
125,nemuro,43.3236,145.575,7.68,90,100,4.26,JP,1717467405
126,nouadhibou,20.931,-17.0347,18.7,91,2,9.62,MR,1717467405
127,lensk,60.7253,114.9278,13.11,93,100,1.6,RU,1717467406
128,kapuskasing,49.4169,-82.4331,19.0,72,100,2.57,CA,1717467406
129,agat village,13.3886,144.6585,31.87,75,20,5.14,GU,1717467406
130,santiago,-33.4569,-70.6483,16.17,70,100,3.09,CL,1717467209
131,trincomalee,8.5711,81.2335,28.25,74,100,5.25,LK,1717467406
132,koutiala,12.3917,-5.4642,27.58,63,35,7.55,ML,1717467406
133,richards bay,-28.783,32.0377,14.83,40,0,2.58,ZA,1717467406
134,ciudad acuna,29.3232,-100.9522,34.16,51,0,3.6,MX,1717467406
135,port lincoln,-34.7333,135.8667,13.3,78,100,4.36,AU,1717467406
136,enewetak,11.3474,162.3373,27.72,83,100,6.98,MH,1717467406
137,merouana,35.6311,5.9119,13.83,66,100,1.89,DZ,1717467407
138,peterhead,57.5058,-1.7981,11.92,79,100,3.22,GB,1717467407
139,dryden,49.7833,-92.7503,15.18,91,100,0.45,CA,1717467282
140,port alfred,-33.5906,26.891,10.66,81,35,1.34,ZA,1717467407
141,margate,51.3813,1.3862,15.94,83,98,0.89,GB,1717467348
142,aberdeen,57.1437,-2.0981,11.97,83,100,3.6,GB,1717467407
143,port-vila,-17.7338,168.3219,27.78,74,40,5.14,VU,1717467407
144,lihue,21.9789,-159.3672,28.58,77,100,7.2,US,1717467407
145,semirara,12.0697,121.3986,29.28,78,92,4.97,PH,1717467408
146,cidreira,-30.1811,-50.2056,12.89,69,38,3.18,BR,1717467408
147,magole,-6.3667,37.3667,18.92,97,91,0.77,TZ,1717467409
148,hadibu,12.65,54.0333,28.38,78,56,6.06,YE,1717467409
149,teguise,29.0605,-13.564,18.12,64,100,3.6,ES,1717467366
150,port elizabeth,-33.918,25.5701,10.73,90,0,2.57,ZA,1717467409
151,muzo,5.5353,-74.1078,20.86,97,92,2.37,CO,1717467409
152,ostroh,50.3294,26.5143,15.92,87,100,2.37,UA,1717467410
153,kolonia,50.9333,6.95,14.97,82,100,1.54,DE,1717467410
154,barah,13.7,30.3667,27.73,13,8,1.63,SD,1717467410
155,utrik,11.2278,169.8474,28.17,79,100,9.22,MH,1717467410
156,kertih,4.5141,103.4483,30.01,79,20,0.0,MY,1717467410
157,makar'yev,57.8797,43.8069,15.38,95,11,2.21,RU,1717467410
158,sarakhs,36.5449,61.1577,26.16,34,2,6.63,IR,1717467410
159,petropavlovsk-kamchatsky,53.0452,158.6483,16.33,75,0,6.0,RU,1717467410
160,haiku-pauwela,20.9219,-156.3051,27.9,77,40,10.8,US,1717467410
161,mujiayingzi,42.1167,118.7833,26.91,22,14,1.24,CN,1717467411
162,labytnangi,66.6572,66.4183,0.21,82,100,1.0,RU,1717467411
163,san antonio de pale,-1.4014,5.6325,25.76,82,27,6.84,GQ,1717467411
164,vila franca do campo,37.7167,-25.4333,18.27,99,16,2.83,PT,1717467411
165,arno,60.1167,18.6333,14.32,70,13,4.96,SE,1717467411
166,okhotsk,59.3833,143.3,3.56,96,100,7.72,RU,1717467411
167,lerwick,60.1545,-1.1494,10.0,89,100,12.22,GB,1717467411
168,mehrabpur,28.1085,68.0254,33.63,46,0,4.58,PK,1717467411
169,geiro,-6.15,36.8667,14.28,97,61,1.02,TZ,1717467411
170,miquelon,47.0975,-56.3814,9.0,97,100,9.0,PM,1717467411
171,bilibino,68.0546,166.4372,13.75,37,97,4.52,RU,1717467412
172,bani walid,31.7566,13.9942,24.78,53,71,3.18,LY,1717467412
173,talnakh,69.4865,88.3972,-2.11,89,100,2.62,RU,1717467412
174,truth or consequences,33.1284,-107.2528,32.31,7,0,8.23,US,1717467148
175,tinaquillo,9.9186,-68.3047,24.04,99,100,0.99,VE,1717467412
176,kapa'a,22.0752,-159.319,28.99,82,100,7.2,US,1717467412
177,ponta delgada,37.7333,-25.6667,18.44,88,20,2.57,PT,1717467412
178,yaren,-0.5472,166.916,28.44,68,7,2.34,NR,1717467412
179,kuqa,41.7278,82.9364,20.2,21,100,2.01,CN,1717467412
180,st. john's,47.5649,-52.7093,9.53,98,100,3.6,CA,1717467413
181,puerto aysen,-45.4,-72.7,0.91,92,66,1.05,CL,1717467413
182,sao joao da barra,-21.6403,-41.0511,22.51,90,0,4.18,BR,1717467413
183,antofagasta,-23.65,-70.4,15.6,89,100,2.26,CL,1717467321
184,borger,52.9233,6.7931,14.46,92,100,2.12,NL,1717467413
185,whitehorse,60.7161,-135.0538,13.43,64,75,3.09,CA,1717467127
186,armacao de buzios,-22.7469,-41.8817,23.03,89,4,5.09,BR,1717467413
187,jawhar,2.7809,45.5005,24.35,90,31,5.04,SO,1717467414
188,sardinata,8.0829,-72.8007,28.82,75,100,2.38,CO,1717467414
189,atafu village,-8.5421,-172.5159,29.17,73,58,3.73,TK,1717467414
190,laojunmiao,39.8333,97.7333,19.47,18,43,1.18,CN,1717467414
191,badger,64.8,-147.5333,20.93,39,20,3.09,US,1717467414
192,keflavik,64.0049,-22.5624,4.95,87,75,10.29,IS,1717467414
193,latacunga,-0.9333,-78.6167,10.63,81,40,3.6,EC,1717467414
194,jiuquan,39.7432,98.5174,22.13,21,10,1.41,CN,1717467415
195,kilju,40.9642,129.3278,20.95,59,1,3.37,KP,1717467415
196,marondera,-18.1853,31.5519,12.4,68,0,1.59,ZW,1717467415
197,yondo,7.0062,-73.9097,25.72,89,100,0.9,CO,1717467415
198,fort mcmurray,56.7268,-111.381,17.77,45,0,4.63,CA,1717467415
199,kourou,5.1552,-52.6478,26.03,88,100,2.66,GF,1717467415
200,punta del este,-34.9667,-54.95,9.93,74,100,1.34,UY,1717467297
201,arraial do cabo,-22.9661,-42.0278,22.16,88,5,6.52,BR,1717467415
202,portland,45.5234,-122.6762,16.08,62,100,5.14,US,1717467240
203,klyuchi,52.2667,79.1667,16.79,68,100,7.64,RU,1717467416
204,ciudad bolivar,8.1222,-63.5497,29.35,65,95,1.1,VE,1717467397
205,singleton,-32.5667,151.1833,15.55,71,74,4.92,AU,1717467416
206,newman,37.3138,-121.0208,27.13,46,99,6.71,US,1717467416
207,mushie,-3.0167,16.9,23.4,82,7,1.55,CD,1717467416
208,maragogi,-9.0122,-35.2225,24.97,84,75,1.24,BR,1717467416
209,ugoofaaru,5.6667,73.0,28.48,80,100,4.95,MV,1717467416
210,dunedin,-45.8742,170.5036,11.69,50,88,1.6,NZ,1717467416
211,changling,44.2653,124.0005,25.67,35,3,1.47,CN,1717467187
212,mwinilunga,-11.7358,24.4293,13.43,49,8,0.71,ZM,1717467417
213,faya-largeau,17.9257,19.1043,33.49,13,3,4.69,TD,1717467417
214,bereznik,62.8551,42.7072,17.57,88,66,2.3,RU,1717467417
215,aykhal,66.0,111.5,16.4,32,5,5.05,RU,1717467417
216,impfondo,1.6381,18.0667,22.75,98,100,1.01,CG,1717467417
217,karratha,-20.7377,116.8463,21.55,40,0,8.99,AU,1717467417
218,walvis bay,-22.9575,14.5053,10.53,81,0,1.54,NA,1717467418
219,walker,30.7335,-95.5669,28.16,78,0,4.63,US,1717467418
220,siem reap,13.5,104.0,31.45,60,70,3.14,KH,1717467418
221,udachny,66.4167,112.4,16.92,34,56,4.24,RU,1717467418
222,luderitz,-26.6481,15.1594,12.1,78,3,2.02,NA,1717467418
223,chakulia,22.4833,86.7167,31.84,57,85,3.58,IN,1717467418
224,areia branca,-4.9561,-37.1369,25.64,85,14,7.01,BR,1717467418
225,holualoa,19.6228,-155.9522,26.91,68,75,4.63,US,1717467418
226,energetik,51.7445,58.7934,17.37,81,93,3.93,RU,1717467418
227,shakiso,5.75,38.9167,14.67,98,30,0.47,ET,1717467418
228,longyearbyen,78.2186,15.6401,5.91,75,75,9.77,SJ,1717467419
229,taroudant,30.4703,-8.877,17.27,87,58,2.65,MA,1717467419
230,marco island,25.9363,-81.7157,27.0,94,100,3.89,US,1717467419
231,vilyuysk,63.7553,121.6247,22.22,40,40,3.13,RU,1717467419
232,douliu,23.7094,120.5433,27.48,69,88,2.64,TW,1717467419
233,dayr mawas,27.6418,30.8466,26.24,32,0,5.56,EG,1717467419
234,halifax,44.6453,-63.5724,14.63,87,38,2.68,CA,1717466882
235,shengli,37.4564,118.4856,30.33,20,100,2.97,CN,1717467419
236,burutu,5.3509,5.5076,24.98,93,77,1.98,NG,1717467419
237,san francisco,37.7749,-122.4194,22.47,79,75,11.83,US,1717467144
238,verkhnevilyuysk,63.4453,120.3167,22.96,39,98,2.22,RU,1717467420
239,tanjung pandan,-2.75,107.65,29.1,68,99,1.19,ID,1717467420
240,tofol,5.3248,163.0078,30.88,70,75,7.2,FM,1717467420
241,moranbah,-22.0016,148.0466,22.08,28,0,1.88,AU,1717467420
242,sterling,39.0062,-77.4286,23.22,76,20,0.89,US,1717467420
243,greenville,35.6127,-77.3663,22.85,92,40,1.54,US,1717467326
244,krasnyy chikoy,50.3643,108.7512,20.5,53,100,1.23,RU,1717467130
245,tromso,69.6496,18.957,8.01,87,75,2.57,NO,1717467420
246,pacific grove,36.6177,-121.9166,21.51,82,20,3.13,US,1717467421
247,biankouma,7.7391,-7.6138,21.76,98,100,1.27,CI,1717467421
248,timbuktu,16.7735,-3.0074,34.99,31,96,3.86,ML,1717467421
249,lebu,-37.6167,-73.65,11.42,74,93,5.29,CL,1717467421
250,cabo san lucas,22.8909,-109.9124,31.17,32,0,3.6,MX,1717467324
251,paragominas,-2.9667,-47.4833,22.61,97,91,1.54,BR,1717467421
252,colonia del sacramento,-34.4667,-57.85,8.73,73,51,5.71,UY,1717467421
253,olinda,-8.0089,-34.8553,24.85,100,75,1.54,BR,1717467195
254,lazaro cardenas,17.9583,-102.2,26.15,71,6,3.09,MX,1717467386
255,marsh harbour,26.5412,-77.0636,25.79,79,72,5.61,BS,1717467421
256,usinsk,65.9939,57.5281,3.37,86,100,4.47,RU,1717467422
257,revda,56.801,59.9303,14.32,95,43,3.5,RU,1717467422
258,pelabuhanratu,-6.9875,106.5514,28.53,79,100,1.3,ID,1717467422
259,saudarkrokur,65.7461,-19.6394,1.24,90,100,11.21,IS,1717467422
260,ghat,24.9647,10.1728,31.66,23,100,2.26,LY,1717467422
261,tufanbeyli,38.2633,36.2206,14.94,59,0,1.93,TR,1717467422
262,port moresby,-9.4431,147.1797,29.68,70,40,5.14,PG,1717467422
263,newberry,34.2746,-81.6187,23.32,84,90,2.85,US,1717467138
264,saipan,15.1355,145.701,32.39,62,40,4.63,MP,1717467253
265,ilulissat,69.2167,-51.1,1.01,69,20,2.06,GL,1717467422
266,ibadan,7.3878,3.8964,23.26,99,52,1.31,NG,1717467423
267,nova zagora,42.4833,26.0167,17.98,80,26,2.33,BG,1717467423
268,rawson,-43.3002,-65.1023,8.61,51,100,15.84,AR,1717467263
269,tsiombe,-25.3,45.4833,18.53,92,9,3.15,MG,1717467423
270,moengo,5.6167,-54.4,23.73,98,95,0.57,SR,1717467423
271,ribeira brava,32.65,-17.0667,19.84,79,14,1.87,PT,1717467423
272,roma,43.2128,-75.4557,20.96,84,0,0.89,US,1717467423
273,cambria,35.5641,-121.0808,26.8,77,100,7.66,US,1717467423
274,mont-joli,48.5839,-68.1921,8.72,100,100,3.6,CA,1717467423
275,imuris,30.7833,-110.8667,27.6,16,0,4.73,MX,1717467424
276,pemba,-12.974,40.5178,25.39,94,40,1.54,MZ,1717467424
277,al bayda',32.7627,21.7551,24.44,30,0,2.23,LY,1717467424
278,lacey,47.0343,-122.8232,13.38,80,100,6.17,US,1717467424
279,kavaratti,10.5669,72.642,28.84,83,100,4.35,IN,1717467424
280,khenchela,35.4358,7.1433,18.18,68,49,0.61,DZ,1717467424
281,saint-pierre,-21.3393,55.4781,18.82,68,0,3.6,RE,1717467424
282,sorong,-0.8833,131.25,29.16,71,66,0.51,ID,1717467425
283,matane,48.8286,-67.522,10.28,98,50,4.09,CA,1717467425
284,callao,-12.0667,-77.15,17.07,77,40,5.66,PE,1717467425
285,anar darah,32.7587,61.654,25.88,20,0,6.39,AF,1717467425
286,essaouira,31.5125,-9.77,19.72,82,40,3.6,MA,1717467425
287,opuwo,-18.0607,13.84,8.97,19,0,1.65,NA,1717467426
288,kudahuvadhoo,2.6708,72.8944,28.36,78,88,3.87,MV,1717467426
289,tazovsky,67.4667,78.7,-3.27,94,41,5.58,RU,1717467426
290,ponta pora,-22.5361,-55.7256,21.25,57,95,2.07,BR,1717467211
291,dauphin,51.1494,-100.0502,19.08,52,100,4.12,CA,1717467417
292,undurkhaan,47.3194,110.6556,21.13,38,68,1.59,MN,1717467426
293,quzhou,28.9594,118.8686,19.3,79,100,1.56,CN,1717467426
294,maun,-19.9833,23.4167,6.6,30,0,2.6,BW,1717467426
295,waitara,-38.925,174.25,12.22,50,100,3.72,NZ,1717467426
296,port-gentil,-0.7193,8.7815,25.81,77,93,6.47,GA,1717467427
297,totness,5.8833,-56.3167,25.96,90,88,3.98,SR,1717467427
298,karaman,37.0833,33.25,18.67,51,81,1.21,TR,1717467310
299,junagarh,19.8667,82.9333,31.36,57,77,3.56,IN,1717467427
300,medvezh'yegorsk,62.9167,34.4667,16.1,89,54,0.46,RU,1717467427
301,lawrenceburg,38.0373,-84.8966,23.32,79,0,0.45,US,1717467427
302,al ghayzah,16.2079,52.176,27.51,77,20,0.47,YE,1717467427
303,hibbing,47.4272,-92.9377,21.73,49,40,0.0,US,1717467427
304,micheweni,-4.9667,39.8333,25.37,88,89,4.5,TZ,1717467427
305,huetamo de nunez,18.5833,-100.8833,32.35,21,2,2.24,MX,1717467427
306,pimentel,-6.8367,-79.9342,18.16,82,0,3.09,PE,1717467428
307,tateyama,34.9833,139.8667,20.49,65,14,2.41,JP,1717467428
308,kone,-21.0595,164.8658,28.88,60,88,1.25,NC,1717467428
309,thunder bay,48.4001,-89.3168,12.28,100,90,1.58,CA,1717467193
310,tolanaro,-25.0319,46.9987,21.04,94,75,7.2,MG,1717467428
311,fort bragg,35.139,-79.006,23.85,88,20,0.89,US,1717467428
312,howard springs,-12.497,131.047,31.04,71,22,1.02,AU,1717467428
313,mata-utu,-13.2816,-176.1745,27.73,75,12,7.87,WF,1717467428
314,turgenevo,54.8455,46.3297,16.12,91,36,2.14,RU,1717467428
315,takoradi,4.8845,-1.7554,25.64,88,100,2.74,GH,1717467428
316,peace river,56.2501,-117.286,12.17,93,100,4.12,CA,1717467306
317,hami,42.8,93.45,26.9,20,26,4.33,CN,1717467429
318,santiago de cao,-7.9589,-79.2392,17.07,88,30,1.54,PE,1717467429
319,kargasok,59.0556,80.8572,6.65,48,4,3.58,RU,1717467429
320,sawakin,19.1059,37.3321,27.44,72,1,0.86,SD,1717467429
321,yeniseysk,58.4497,92.1703,4.97,68,100,0.45,RU,1717467429
322,mar del plata,-38.0023,-57.5575,8.82,74,88,5.36,AR,1717467261
323,crane,31.3974,-102.3501,33.71,7,55,3.73,US,1717467429
324,afaahiti,-17.75,-149.2833,25.93,77,100,6.41,PF,1717467429
325,bogatyye saby,56.0102,50.4483,17.87,89,100,2.51,RU,1717467430
326,talara,-4.5772,-81.2719,19.42,88,0,5.06,PE,1717467430
327,urucara,-2.5364,-57.76,23.85,97,100,1.07,BR,1717467430
328,fale old settlement,-9.3852,-171.2468,28.61,76,49,6.36,TK,1717467430
329,palmer,42.1584,-72.3287,22.75,62,20,0.0,US,1717467430
330,eyl,7.9803,49.8164,27.07,72,99,7.9,SO,1717467345
331,huancavelica,-12.7667,-74.9833,-0.8,96,6,0.74,PE,1717467155
332,luang prabang,19.8856,102.1347,27.98,83,75,2.06,LA,1717467430
333,rosetta,31.4044,30.4164,22.99,83,0,3.7,EG,1717467430
334,yeppoon,-23.1333,150.7333,24.58,57,0,2.75,AU,1717467430
335,lalago,-3.45,33.95,19.43,77,43,1.81,TZ,1717467431
336,sao jose da coroa grande,-8.8978,-35.1478,25.64,82,43,1.87,BR,1717467431
337,ciudad lazaro cardenas,17.9583,-102.2,26.15,71,6,3.09,MX,1717467431
338,urangan,-25.3,152.9,17.15,48,0,3.42,AU,1717467431
339,tarauaca,-8.1614,-70.7656,24.84,77,86,0.42,BR,1717467431
340,oyama,36.3,139.8,23.1,44,5,2.58,JP,1717467431
341,hamilton,39.1834,-84.5333,23.47,82,0,2.06,US,1717467283
342,flying fish cove,-10.4217,105.6791,27.82,83,100,5.66,CX,1717467311
343,gudur,14.1333,79.85,31.46,60,100,0.97,IN,1717467431
344,xapuri,-10.6517,-68.5044,25.05,64,100,0.77,BR,1717467432
345,igarka,67.4667,86.5833,0.57,82,100,1.79,RU,1717467432
346,al 'amarah,31.8406,47.1396,31.99,17,0,6.54,IQ,1717467432
347,sovetskaya gavan',48.9723,140.2878,13.39,52,100,2.55,RU,1717467432
348,celestun,20.8667,-90.4,28.4,71,99,6.59,MX,1717467432
349,kilindoni,-7.9139,39.6668,26.06,79,63,2.92,TZ,1717467433
350,progreso,21.2833,-89.6667,31.06,84,100,7.81,MX,1717467433
351,pochinok,54.4068,32.4407,14.85,96,49,2.85,RU,1717467433
352,el granada,37.5027,-122.4694,21.61,83,100,11.83,US,1717467433
353,palikir - national government center,6.9248,158.1611,30.47,70,100,5.14,FM,1717467433
354,sisak,45.4661,16.3783,14.99,97,100,2.14,HR,1717467433
355,sur,22.5667,59.5289,29.38,65,6,5.62,OM,1717467433
356,tadine,-21.55,167.8833,25.62,69,45,4.91,NC,1717467433
357,afif,23.9065,42.9172,28.61,14,0,5.59,SA,1717467433
358,wotho,10.1657,166.0102,28.11,80,100,7.82,MH,1717467434
359,boende,-0.2167,20.8667,22.24,97,23,0.97,CD,1717467434
360,el calafate,-50.3408,-72.2768,-1.6,58,100,0.92,AR,1717467434
361,amahai,-3.3333,128.9167,24.91,92,100,0.96,ID,1717467434
362,gilgit,35.9221,74.3087,18.18,52,35,1.51,PK,1717467435
363,remire-montjoly,4.9167,-52.2667,26.02,100,75,1.03,GF,1717467435
364,grants,35.1473,-107.8514,25.13,9,0,5.66,US,1717467435
365,bardai,11.65,7.2333,24.37,65,100,3.52,NG,1717467435
